"name","type","class","exported","generic","args","package","Rversion"
"panel.smooth              ","closure    ","           ","TRUE","FALSE","(x, y, col = par(\""col\""), pch = par(\""pch\""), col.smooth = \""red\"", \t    f = 2/3, iter = 3, ...)                                                                                                                                                                                                                                                                       ","base   ","0.62.4"
"par                       ","closure    ","           ","TRUE","FALSE","(...)                                                                                                                                                                                                                                                                                                                                                                    ","base   ","0.62.4"
"parse                     ","closure    ","           ","TRUE","FALSE","(file = \""\"", n = NULL, text = NULL, prompt = NULL, white = FALSE)                                                                                                                                                                                                                                                                                                       ","base   ","0.62.4"
"paste                     ","closure    ","           ","TRUE","FALSE","(..., sep = \"" \"", collapse = NULL)                                                                                                                                                                                                                                                                                                                                      ","base   ","0.62.4"
"pbeta                     ","closure    ","           ","TRUE","FALSE","(q, shape1, shape2, ncp = 0)                                                                                                                                                                                                                                                                                                                                             ","base   ","0.62.4"
"pbinom                    ","closure    ","           ","TRUE","FALSE","(q, size, prob)                                                                                                                                                                                                                                                                                                                                                          ","base   ","0.62.4"
"pcauchy                   ","closure    ","           ","TRUE","FALSE","(q, location = 0, scale = 1)                                                                                                                                                                                                                                                                                                                                             ","base   ","0.62.4"
"pchisq                    ","closure    ","           ","TRUE","FALSE","(q, df, ncp = 0)                                                                                                                                                                                                                                                                                                                                                         ","base   ","0.62.4"
"pentagamma                ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                                      ","base   ","0.62.4"
"pexp                      ","closure    ","           ","TRUE","FALSE","(q, rate = 1)                                                                                                                                                                                                                                                                                                                                                            ","base   ","0.62.4"
"pf                        ","closure    ","           ","TRUE","FALSE","(q, df1, df2, ncp = 0)                                                                                                                                                                                                                                                                                                                                                   ","base   ","0.62.4"
"pgamma                    ","closure    ","           ","TRUE","FALSE","(q, shape, scale = 1)                                                                                                                                                                                                                                                                                                                                                    ","base   ","0.62.4"
"pgeom                     ","closure    ","           ","TRUE","FALSE","(q, prob)                                                                                                                                                                                                                                                                                                                                                                ","base   ","0.62.4"
"phyper                    ","closure    ","           ","TRUE","FALSE","(q, m, n, k)                                                                                                                                                                                                                                                                                                                                                             ","base   ","0.62.4"
"pi                        ","double     ","           ","TRUE","FALSE","NA","base   ","0.62.4"
"pico                      ","closure    ","           ","TRUE","FALSE","(name = NULL, file = \""\"")                                                                                                                                                                                                                                                                                                                                               ","base   ","0.62.4"
"pictex                    ","closure    ","           ","TRUE","FALSE","(file = \""Rplots.tex\"", width = 5, height = 4, debug = FALSE, \t    bg = \""white\"", fg = \""black\"")                                                                                                                                                                                                                                                                      ","base   ","0.62.4"
"piechart                  ","closure    ","           ","TRUE","FALSE","(x, labels = names(x), edges = 200, radius = 0.8, col = NULL, \t    main = NULL, ...)                                                                                                                                                                                                                                                                                    ","base   ","0.62.4"
"plnorm                    ","closure    ","           ","TRUE","FALSE","(q, meanlog = 0, sdlog = 1)                                                                                                                                                                                                                                                                                                                                              ","base   ","0.62.4"
"plogis                    ","closure    ","           ","TRUE","FALSE","(q, location = 0, scale = 1)                                                                                                                                                                                                                                                                                                                                             ","base   ","0.62.4"
"plot                      ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                                 ","base   ","0.62.4"
"plot.data.frame           ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                                 ","base   ","0.62.4"
"plot.default              ","closure    ","           ","TRUE","FALSE","(x, y = NULL, type = \""p\"", main = NULL, col = par(\""fg\""), \t    bg = NA, pch = par(\""pch\""), xlim = NULL, ylim = NULL, log = \""\"", \t    axes = TRUE, frame.plot = axes, panel.first = NULL, panel.last = NULL, \t    sub = NULL, ann = par(\""ann\""), xlab = NULL, ylab = NULL, \t    cex = par(\""cex\""), lty = par(\""lty\""), lwd = par(\""lwd\""), asp = NA, \t    ...) ","base   ","0.62.4"
"plot.density              ","closure    ","           ","TRUE","FALSE","(s, main = NULL, xlab = NULL, ylab = \""Density\"", type = \""l\"", \t    ...)                                                                                                                                                                                                                                                                                               ","base   ","0.62.4"
"plot.factor               ","closure    ","           ","TRUE","FALSE","(x, y, ...)                                                                                                                                                                                                                                                                                                                                                              ","base   ","0.62.4"
"plot.formula              ","closure    ","           ","TRUE","FALSE","(formula, data = NULL, subset, na.action, ..., ask = TRUE)                                                                                                                                                                                                                                                                                                               ","base   ","0.62.4"
"plot.lm                   ","closure    ","           ","TRUE","FALSE","(...)                                                                                                                                                                                                                                                                                                                                                                    ","base   ","0.62.4"
"plot.new                  ","closure    ","           ","TRUE","FALSE","(ask = NA)                                                                                                                                                                                                                                                                                                                                                               ","base   ","0.62.4"
"plot.ts                   ","closure    ","           ","TRUE","FALSE","(x, type = \""l\"", xlim = NULL, ylim = NULL, xlab = \""Time\"", \t    ylab, log = \""\"", col = par(\""col\""), bg = NA, pch = par(\""pch\""), \t    lty = par(\""lty\""), axes = TRUE, frame.plot = axes, ann = par(\""ann\""), \t    main = NULL, ...)                                                                                                                              ","base   ","0.62.4"
"plot.window               ","closure    ","           ","TRUE","FALSE","(xlim, ylim, log = \""\"", asp = NA, ...)                                                                                                                                                                                                                                                                                                                                  ","base   ","0.62.4"
"plot.xy                   ","closure    ","           ","TRUE","FALSE","(xy, type, pch = 1, lty = \""solid\"", col = par(\""fg\""), \t    bg = NA, cex = 1, ...)                                                                                                                                                                                                                                                                                     ","base   ","0.62.4"
"pmatch                    ","closure    ","           ","TRUE","FALSE","(x, table, nomatch = NA, duplicates.ok = FALSE)                                                                                                                                                                                                                                                                                                                          ","base   ","0.62.4"
"pmax                      ","closure    ","           ","TRUE","FALSE","(..., na.rm = FALSE)                                                                                                                                                                                                                                                                                                                                                     ","base   ","0.62.4"
"pmin                      ","closure    ","           ","TRUE","FALSE","(..., na.rm = FALSE)                                                                                                                                                                                                                                                                                                                                                     ","base   ","0.62.4"
"pnbinom                   ","closure    ","           ","TRUE","FALSE","(q, size, prob)                                                                                                                                                                                                                                                                                                                                                          ","base   ","0.62.4"
"pnchisq                   ","closure    ","           ","TRUE","FALSE","(q, df, lambda)                                                                                                                                                                                                                                                                                                                                                          ","base   ","0.62.4"
"pnorm                     ","closure    ","           ","TRUE","FALSE","(q, mean = 0, sd = 1)                                                                                                                                                                                                                                                                                                                                                    ","base   ","0.62.4"
"points                    ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                                 ","base   ","0.62.4"
"points.default            ","closure    ","           ","TRUE","FALSE","(x, y = NULL, type = \""p\"", pch = 1, col = \""black\"", bg = NA, \t    cex = 1, ...)                                                                                                                                                                                                                                                                                       ","base   ","0.62.4"
"poisson                   ","closure    ","           ","TRUE","FALSE","(link = \""log\"")                                                                                                                                                                                                                                                                                                                                                         ","base   ","0.62.4"
"poly                      ","closure    ","           ","TRUE","FALSE","(x, degree = 1)                                                                                                                                                                                                                                                                                                                                                          ","base   ","0.62.4"
"polygon                   ","closure    ","           ","TRUE","FALSE","(x, y = NULL, density = -1, angle = 45, border = par(\""fg\""), \t    ...)                                                                                                                                                                                                                                                                                                 ","base   ","0.62.4"
"polyroot                  ","closure    ","           ","TRUE","FALSE","(z)                                                                                                                                                                                                                                                                                                                                                                      ","base   ","0.62.4"
"pos.to.env                ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                                         ","base   ","0.62.4"
"postscript                ","closure    ","           ","TRUE","FALSE","(file = \""Rplots.ps\"", ...)                                                                                                                                                                                                                                                                                                                                              ","base   ","0.62.4"
"power                     ","closure    ","           ","TRUE","FALSE","(lambda = 1)                                                                                                                                                                                                                                                                                                                                                             ","base   ","0.62.4"
"ppoints                   ","closure    ","           ","TRUE","FALSE","(n, a = ifelse(n <= 10, 3/8, 1/2))                                                                                                                                                                                                                                                                                                                                       ","base   ","0.62.4"
"ppois                     ","closure    ","           ","TRUE","FALSE","(q, lambda)                                                                                                                                                                                                                                                                                                                                                              ","base   ","0.62.4"
"predict                   ","closure    ","           ","TRUE","FALSE","(fit, ...)                                                                                                                                                                                                                                                                                                                                                               ","base   ","0.62.4"
"predict.default           ","closure    ","           ","TRUE","FALSE","(object, ...)                                                                                                                                                                                                                                                                                                                                                            ","base   ","0.62.4"
"predict.glm               ","closure    ","           ","TRUE","FALSE","(object, newdata = NULL, type = c(\""link\"", \""response\""), \t    se.fit = FALSE, dispersion = NULL, ...)                                                                                                                                                                                                                                                                 ","base   ","0.62.4"
"predict.lm                ","closure    ","           ","TRUE","FALSE","(object, newdata, se.fit = FALSE, scale = NULL, df = Inf, \t    interval = c(\""none\"", \""confidence\"", \""prediction\""), level = 0.95)                                                                                                                                                                                                                                    ","base   ","0.62.4"
"predict.mlm               ","closure    ","           ","TRUE","FALSE","(fit, newdata, se.fit = FALSE)                                                                                                                                                                                                                                                                                                                                           ","base   ","0.62.4"
"preplot                   ","closure    ","           ","TRUE","FALSE","(object, ...)                                                                                                                                                                                                                                                                                                                                                            ","base   ","0.62.4"
"pretty                    ","closure    ","           ","TRUE","FALSE","(x, n = 5, shrink.sml = 2^-3)                                                                                                                                                                                                                                                                                                                                            ","base   ","0.62.4"
"print                     ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                                 ","base   ","0.62.4"
"print.anova               ","closure    ","           ","TRUE","FALSE","(x, digits = max(.Options$digits - 2, 3), signif.stars = .Options$show.signif.stars, \t    ...)                                                                                                                                                                                                                                                                          ","base   ","0.62.4"
"print.anova.glm           ","closure    ","           ","TRUE","FALSE","(x, digits = max(3, .Options$digits - 3), na.print = \""\"", \t    ...)                                                                                                                                                                                                                                                                                                    ","base   ","0.62.4"
"print.anova.lm            ","closure    ","           ","TRUE","FALSE","(x, digits = max(3, .Options$digits - 3), ...)                                                                                                                                                                                                                                                                                                                           ","base   ","0.62.4"
"print.aov                 ","closure    ","           ","TRUE","FALSE","(x, intercept = FALSE, tol = .Machine$double.eps^0.5, \t    ...)                                                                                                                                                                                                                                                                                                         ","base   ","0.62.4"
"print.atomic              ","closure    ","           ","TRUE","FALSE","(x, quote = TRUE, ...)                                                                                                                                                                                                                                                                                                                                                   ","base   ","0.62.4"
"print.coefmat             ","closure    ","           ","TRUE","FALSE","(x, digits = max(3, .Options$digits - 2), signif.stars = .Options$show.signif.stars, \t    dig.tst = max(1, min(5, digits - 1)), cs.ind = 1:k, tst.ind = k + \t    \t    1, zap.ind = integer(0), has.Pvalue = d[2] >= 4 && \t    \t    substr(colnames(x)[d[2]], 1, 3) == \""Pr(\"", ...)                                                                                 ","base   ","0.62.4"
"print.data.frame          ","closure    ","           ","TRUE","FALSE","(x, ..., digits = NULL, quote = FALSE, right = TRUE)                                                                                                                                                                                                                                                                                                                     ","base   ","0.62.4"
"print.default             ","closure    ","           ","TRUE","FALSE","(x, digits = NULL, quote = TRUE, na.print = NULL, print.gap = NULL, \t    ...)                                                                                                                                                                                                                                                                                           ","base   ","0.62.4"
"print.density             ","closure    ","           ","TRUE","FALSE","(x, digits = NULL, ...)                                                                                                                                                                                                                                                                                                                                                  ","base   ","0.62.4"
"print.factor              ","closure    ","           ","TRUE","FALSE","(x, quote = FALSE)                                                                                                                                                                                                                                                                                                                                                       ","base   ","0.62.4"
"print.family              ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                                 ","base   ","0.62.4"
"print.formula             ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                                      ","base   ","0.62.4"
"print.glm                 ","closure    ","           ","TRUE","FALSE","(x, digits = max(3, .Options$digits - 3), na.print = \""\"", \t    ...)                                                                                                                                                                                                                                                                                                    ","base   ","0.62.4"
"print.glm.null            ","closure    ","           ","TRUE","FALSE","(x, digits = max(3, .Options$digits - 3), na.print = \""\"", \t    ...)                                                                                                                                                                                                                                                                                                    ","base   ","0.62.4"
"print.htest               ","closure    ","           ","TRUE","FALSE","(x, digits = 4, quote = TRUE, prefix = \""\"")                                                                                                                                                                                                                                                                                                                             ","base   ","0.62.4"
"print.infl                ","closure    ","           ","TRUE","FALSE","(x, digits = max(3, .Options$digits - 4), ...)                                                                                                                                                                                                                                                                                                                           ","base   ","0.62.4"
"print.listof              ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                                 ","base   ","0.62.4"
"print.lm                  ","closure    ","           ","TRUE","FALSE","(x, digits = max(3, .Options$digits - 3), ...)                                                                                                                                                                                                                                                                                                                           ","base   ","0.62.4"
"print.lm.null             ","closure    ","           ","TRUE","FALSE","(x, digits = max(3, .Options$digits - 3), ...)                                                                                                                                                                                                                                                                                                                           ","base   ","0.62.4"
"print.matrix              ","closure    ","           ","TRUE","FALSE","(x, rowlab = character(0), collab = character(0), quote = TRUE, \t    right = FALSE)                                                                                                                                                                                                                                                                                     ","base   ","0.62.4"
"print.noquote             ","closure    ","           ","TRUE","FALSE","(obj, ...)                                                                                                                                                                                                                                                                                                                                                               ","base   ","0.62.4"
"print.ordered             ","closure    ","           ","TRUE","FALSE","(x, quote = FALSE)                                                                                                                                                                                                                                                                                                                                                       ","base   ","0.62.4"
"print.plot                ","closure    ","           ","TRUE","FALSE","()                                                                                                                                                                                                                                                                                                                                                                       ","base   ","0.62.4"
"print.simple.list         ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                                 ","base   ","0.62.4"
"print.summary.glm         ","closure    ","           ","TRUE","FALSE","(x, digits = max(3, .Options$digits - 3), na.print = \""\"", \t    symbolic.cor = p > 4, signif.stars = .Options$show.signif.stars, \t    ...)                                                                                                                                                                                                                             ","base   ","0.62.4"
"print.summary.glm.null    ","closure    ","           ","TRUE","FALSE","(x, digits = max(3, .Options$digits - 3), na.print = \""\"", \t    ...)                                                                                                                                                                                                                                                                                                    ","base   ","0.62.4"
"print.summary.lm          ","closure    ","           ","TRUE","FALSE","(x, digits = max(3, .Options$digits - 3), symbolic.cor = p > \t    4, signif.stars = .Options$show.signif.stars, ...)                                                                                                                                                                                                                                                    ","base   ","0.62.4"
"print.summary.lm.null     ","closure    ","           ","TRUE","FALSE","(x, digits = max(3, .Options$digits - 3), ...)                                                                                                                                                                                                                                                                                                                           ","base   ","0.62.4"
"print.table               ","closure    ","           ","TRUE","FALSE","(x, digits = .Options$digits, quote = FALSE, na.print = \""\"", \t    ...)                                                                                                                                                                                                                                                                                                 ","base   ","0.62.4"
"print.tabular             ","closure    ","           ","TRUE","FALSE","(x, digits = max(3, .Options$digits - 3), na.print = \""\"")                                                                                                                                                                                                                                                                                                               ","base   ","0.62.4"
"print.terms               ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                                      ","base   ","0.62.4"
"print.ts                  ","closure    ","           ","TRUE","FALSE","(x, calendar, ...)                                                                                                                                                                                                                                                                                                                                                       ","base   ","0.62.4"
"prmatrix                  ","closure    ","           ","TRUE","FALSE","(x, rowlab = character(0), collab = character(0), quote = TRUE, \t    right = FALSE)                                                                                                                                                                                                                                                                                     ","base   ","0.62.4"
"proc.time                 ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                                         ","base   ","0.62.4"
"prod                      ","closure    ","           ","TRUE","FALSE","(..., na.rm = FALSE)                                                                                                                                                                                                                                                                                                                                                     ","base   ","0.62.4"
"prompt                    ","closure    ","           ","TRUE","FALSE","(object, ...)                                                                                                                                                                                                                                                                                                                                                            ","base   ","0.62.4"
"prompt.default            ","closure    ","           ","TRUE","FALSE","(object, filename = paste0(name, \"".Rd\""), force.function = FALSE)                                                                                                                                                                                                                                                                                                       ","base   ","0.62.4"
"prop.test                 ","closure    ","           ","TRUE","FALSE","(x, n, p = NULL, alternative = \""two.sided\"", conf.level = 0.95, \t    correct = TRUE)                                                                                                                                                                                                                                                                                   ","base   ","0.62.4"
"provide                   ","closure    ","           ","TRUE","FALSE","(name)                                                                                                                                                                                                                                                                                                                                                                   ","base   ","0.62.4"
"ps.options                ","closure    ","           ","TRUE","FALSE","(..., reset = FALSE, override.check = FALSE)                                                                                                                                                                                                                                                                                                                             ","base   ","0.62.4"
"pt                        ","closure    ","           ","TRUE","FALSE","(q, df, ncp)                                                                                                                                                                                                                                                                                                                                                             ","base   ","0.62.4"
"ptukey                    ","closure    ","           ","TRUE","FALSE","(q, nmeans, df, nranges = 1)                                                                                                                                                                                                                                                                                                                                             ","base   ","0.62.4"
"punif                     ","closure    ","           ","TRUE","FALSE","(q, min = 0, max = 1)                                                                                                                                                                                                                                                                                                                                                    ","base   ","0.62.4"
"pweibull                  ","closure    ","           ","TRUE","FALSE","(q, shape, scale = 1)                                                                                                                                                                                                                                                                                                                                                    ","base   ","0.62.4"
