"name","type","class","exported","generic","args","package","Rversion"
"covratio                  ","closure    ","           ","TRUE","FALSE","(lm.obj)                                                                                                                                                                                                                                                                                                                                                       ","base   ","0.63.0"
"crossprod                 ","closure    ","           ","TRUE","FALSE","(x, y = x)                                                                                                                                                                                                                                                                                                                                                     ","base   ","0.63.0"
"cummax                    ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                               ","base   ","0.63.0"
"cummin                    ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                               ","base   ","0.63.0"
"cumprod                   ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                               ","base   ","0.63.0"
"cumsum                    ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                               ","base   ","0.63.0"
"curve                     ","closure    ","           ","TRUE","FALSE","(expr, from, to, n = 101, add = FALSE, type = \""l\"", ...)                                                                                                                                                                                                                                                                                                      ","base   ","0.63.0"
"cut                       ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                       ","base   ","0.63.0"
"cut.default               ","closure    ","           ","TRUE","FALSE","(x, breaks, labels = NULL, include.lowest = FALSE, right = TRUE,     dig.lab = 3)                                                                                                                                                                                                                                                                              ","base   ","0.63.0"
"data                      ","closure    ","           ","TRUE","FALSE","(..., list = character(0), package = c(.packages(),     .Autoloaded), lib.loc = .lib.loc, verbose = .Options$verbose)                                                                                                                                                                                                                                          ","base   ","0.63.0"
"data.class                ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                            ","base   ","0.63.0"
"data.entry                ","closure    ","           ","TRUE","FALSE","(..., Modes = NULL, Names = NULL)                                                                                                                                                                                                                                                                                                                              ","base   ","0.63.0"
"data.frame                ","closure    ","           ","TRUE","FALSE","(..., row.names = NULL, check.rows = FALSE, check.names = TRUE)                                                                                                                                                                                                                                                                                                ","base   ","0.63.0"
"data.matrix               ","closure    ","           ","TRUE","FALSE","(frame)                                                                                                                                                                                                                                                                                                                                                        ","base   ","0.63.0"
"dataentry                 ","closure    ","           ","TRUE","FALSE","(data, modes)                                                                                                                                                                                                                                                                                                                                                  ","base   ","0.63.0"
"date                      ","closure    ","           ","TRUE","FALSE","()                                                                                                                                                                                                                                                                                                                                                             ","base   ","0.63.0"
"dbeta                     ","closure    ","           ","TRUE","FALSE","(x, shape1, shape2, ncp = 0)                                                                                                                                                                                                                                                                                                                                   ","base   ","0.63.0"
"dbinom                    ","closure    ","           ","TRUE","FALSE","(x, size, prob)                                                                                                                                                                                                                                                                                                                                                ","base   ","0.63.0"
"dcauchy                   ","closure    ","           ","TRUE","FALSE","(x, location = 0, scale = 1)                                                                                                                                                                                                                                                                                                                                   ","base   ","0.63.0"
"dchisq                    ","closure    ","           ","TRUE","FALSE","(x, df, ncp = 0)                                                                                                                                                                                                                                                                                                                                               ","base   ","0.63.0"
"de                        ","closure    ","           ","TRUE","FALSE","(..., Modes = NULL, Names = NULL)                                                                                                                                                                                                                                                                                                                              ","base   ","0.63.0"
"de.ncols                  ","closure    ","           ","TRUE","FALSE","(inlist)                                                                                                                                                                                                                                                                                                                                                       ","base   ","0.63.0"
"de.restore                ","closure    ","           ","TRUE","FALSE","(inlist, ncols, coltypes, argnames, args)                                                                                                                                                                                                                                                                                                                      ","base   ","0.63.0"
"de.setup                  ","closure    ","           ","TRUE","FALSE","(ilist, list.names, incols)                                                                                                                                                                                                                                                                                                                                    ","base   ","0.63.0"
"debug                     ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                               ","base   ","0.63.0"
"delay                     ","closure    ","           ","TRUE","FALSE","(x, env = .GlobalEnv)                                                                                                                                                                                                                                                                                                                                          ","base   ","0.63.0"
"delete.response           ","closure    ","           ","TRUE","FALSE","(termobj)                                                                                                                                                                                                                                                                                                                                                      ","base   ","0.63.0"
"demo                      ","closure    ","           ","TRUE","FALSE","(topic, device = x11, directory.sep = \""/\"")                                                                                                                                                                                                                                                                                                                   ","base   ","0.63.0"
"density                   ","closure    ","           ","TRUE","FALSE","(x, bw, adjust = 1, kernel = \""gaussian\"", window = kernel,     n = 512, width, from, to, cut = 3, na.rm = FALSE)                                                                                                                                                                                                                                              ","base   ","0.63.0"
"deparse                   ","closure    ","           ","TRUE","FALSE","(expr, width.cutoff = 60)                                                                                                                                                                                                                                                                                                                                      ","base   ","0.63.0"
"deriv                     ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                       ","base   ","0.63.0"
"deriv.default             ","closure    ","           ","TRUE","FALSE","(expr, namevec, function.arg = NULL, tag = \"".expr\"")                                                                                                                                                                                                                                                                                                          ","base   ","0.63.0"
"deriv.formula             ","closure    ","           ","TRUE","FALSE","(expr, namevec, function.arg = NULL, tag = \"".expr\"")                                                                                                                                                                                                                                                                                                          ","base   ","0.63.0"
"detach                    ","closure    ","           ","TRUE","FALSE","(name, pos = 2)                                                                                                                                                                                                                                                                                                                                                ","base   ","0.63.0"
"dev.control               ","closure    ","           ","TRUE","FALSE","(displaylist)                                                                                                                                                                                                                                                                                                                                                  ","base   ","0.63.0"
"dev.copy                  ","closure    ","           ","TRUE","FALSE","(device, ..., which = dev.next())                                                                                                                                                                                                                                                                                                                              ","base   ","0.63.0"
"dev.cur                   ","closure    ","           ","TRUE","FALSE","()                                                                                                                                                                                                                                                                                                                                                             ","base   ","0.63.0"
"dev.list                  ","closure    ","           ","TRUE","FALSE","()                                                                                                                                                                                                                                                                                                                                                             ","base   ","0.63.0"
"dev.next                  ","closure    ","           ","TRUE","FALSE","(which = dev.cur())                                                                                                                                                                                                                                                                                                                                            ","base   ","0.63.0"
"dev.off                   ","closure    ","           ","TRUE","FALSE","(which = dev.cur())                                                                                                                                                                                                                                                                                                                                            ","base   ","0.63.0"
"dev.prev                  ","closure    ","           ","TRUE","FALSE","(which = dev.cur())                                                                                                                                                                                                                                                                                                                                            ","base   ","0.63.0"
"dev.print                 ","closure    ","           ","TRUE","FALSE","(device = postscript, ...)                                                                                                                                                                                                                                                                                                                                     ","base   ","0.63.0"
"dev.set                   ","closure    ","           ","TRUE","FALSE","(which = dev.next())                                                                                                                                                                                                                                                                                                                                           ","base   ","0.63.0"
"deviance                  ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                       ","base   ","0.63.0"
"deviance.glm              ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                            ","base   ","0.63.0"
"deviance.lm               ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                            ","base   ","0.63.0"
"deviance.mlm              ","closure    ","           ","TRUE","FALSE","(object, ...)                                                                                                                                                                                                                                                                                                                                                  ","base   ","0.63.0"
"dexp                      ","closure    ","           ","TRUE","FALSE","(x, rate = 1)                                                                                                                                                                                                                                                                                                                                                  ","base   ","0.63.0"
"df                        ","closure    ","           ","TRUE","FALSE","(x, df1, df2)                                                                                                                                                                                                                                                                                                                                                  ","base   ","0.63.0"
"df.residual               ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                       ","base   ","0.63.0"
"df.residual.lm            ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                            ","base   ","0.63.0"
"dfbetas                   ","closure    ","           ","TRUE","FALSE","(lm.obj)                                                                                                                                                                                                                                                                                                                                                       ","base   ","0.63.0"
"dffits                    ","closure    ","           ","TRUE","FALSE","(lm.obj)                                                                                                                                                                                                                                                                                                                                                       ","base   ","0.63.0"
"dgamma                    ","closure    ","           ","TRUE","FALSE","(x, shape, scale = 1)                                                                                                                                                                                                                                                                                                                                          ","base   ","0.63.0"
"dgeom                     ","closure    ","           ","TRUE","FALSE","(x, prob)                                                                                                                                                                                                                                                                                                                                                      ","base   ","0.63.0"
"dget                      ","closure    ","           ","TRUE","FALSE","(file)                                                                                                                                                                                                                                                                                                                                                         ","base   ","0.63.0"
"dhyper                    ","closure    ","           ","TRUE","FALSE","(x, m, n, k)                                                                                                                                                                                                                                                                                                                                                   ","base   ","0.63.0"
"diag                      ","closure    ","           ","TRUE","FALSE","(x = 1, nrow, ncol = n)                                                                                                                                                                                                                                                                                                                                        ","base   ","0.63.0"
"diag<-                    ","closure    ","           ","TRUE","FALSE","(x, value)                                                                                                                                                                                                                                                                                                                                                     ","base   ","0.63.0"
"diff                      ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                       ","base   ","0.63.0"
"diff.default              ","closure    ","           ","TRUE","FALSE","(x, lag = 1, differences = 1)                                                                                                                                                                                                                                                                                                                                  ","base   ","0.63.0"
"digamma                   ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                            ","base   ","0.63.0"
"dim                       ","special    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                               ","base   ","0.63.0"
"dim.data.frame            ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                            ","base   ","0.63.0"
"dim<-                     ","special    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                               ","base   ","0.63.0"
"dimnames                  ","special    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                               ","base   ","0.63.0"
"dimnames.data.frame       ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                            ","base   ","0.63.0"
"dimnames<-                ","special    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                               ","base   ","0.63.0"
"dimnames<-.data.frame     ","closure    ","           ","TRUE","FALSE","(x, value)                                                                                                                                                                                                                                                                                                                                                     ","base   ","0.63.0"
"dlnorm                    ","closure    ","           ","TRUE","FALSE","(x, meanlog = 0, sdlog = 1)                                                                                                                                                                                                                                                                                                                                    ","base   ","0.63.0"
"dlogis                    ","closure    ","           ","TRUE","FALSE","(x, location = 0, scale = 1)                                                                                                                                                                                                                                                                                                                                   ","base   ","0.63.0"
"dnbinom                   ","closure    ","           ","TRUE","FALSE","(x, size, prob)                                                                                                                                                                                                                                                                                                                                                ","base   ","0.63.0"
"dnchisq                   ","closure    ","           ","TRUE","FALSE","(x, df, lambda)                                                                                                                                                                                                                                                                                                                                                ","base   ","0.63.0"
"dnorm                     ","closure    ","           ","TRUE","FALSE","(x, mean = 0, sd = 1)                                                                                                                                                                                                                                                                                                                                          ","base   ","0.63.0"
"do.call                   ","closure    ","           ","TRUE","FALSE","(what, args)                                                                                                                                                                                                                                                                                                                                                   ","base   ","0.63.0"
"dotplot                   ","closure    ","           ","TRUE","FALSE","(x, labels = NULL, groups = NULL, gdata = NULL, cex = par(\""cex\""),     pch = 21, gpch = 21, bg = par(\""bg\""), color = par(\""fg\""), gcolor = par(\""fg\""),     lcolor = \""gray\"", main = NULL, xlab = NULL, ylab = NULL, ...)                                                                                                                                   ","base   ","0.63.0"
"double                    ","closure    ","           ","TRUE","FALSE","(length = 0)                                                                                                                                                                                                                                                                                                                                                   ","base   ","0.63.0"
"dpois                     ","closure    ","           ","TRUE","FALSE","(x, lambda)                                                                                                                                                                                                                                                                                                                                                    ","base   ","0.63.0"
"dput                      ","closure    ","           ","TRUE","FALSE","(x, file = \""\"")                                                                                                                                                                                                                                                                                                                                               ","base   ","0.63.0"
"drop                      ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                            ","base   ","0.63.0"
"drop.scope                ","closure    ","           ","TRUE","FALSE","(terms1, terms2)                                                                                                                                                                                                                                                                                                                                               ","base   ","0.63.0"
"drop.terms                ","closure    ","           ","TRUE","FALSE","(termobj, dropx = NULL, keep.response = FALSE)                                                                                                                                                                                                                                                                                                                 ","base   ","0.63.0"
"drop1                     ","closure    ","           ","TRUE","FALSE","(object, ...)                                                                                                                                                                                                                                                                                                                                                  ","base   ","0.63.0"
"drop1.default             ","closure    ","           ","TRUE","FALSE","(object, scope, scale = 0, test = c(\""none\"", \""Chisq\""),     k = 2, trace = FALSE, ...)                                                                                                                                                                                                                                                                       ","base   ","0.63.0"
"drop1.glm                 ","closure    ","           ","TRUE","FALSE","(object, scope, scale = 0, test = c(\""none\"", \""Chisq\""),     k = 2, ...)                                                                                                                                                                                                                                                                                      ","base   ","0.63.0"
"drop1.lm                  ","closure    ","           ","TRUE","FALSE","(object, scope, scale = 0, all.cols = TRUE, test = c(\""none\"",     \""Chisq\"", \""F\""), k = 2, ...)                                                                                                                                                                                                                                                              ","base   ","0.63.0"
"drop1.mlm                 ","closure    ","           ","TRUE","FALSE","(object, ...)                                                                                                                                                                                                                                                                                                                                                  ","base   ","0.63.0"
"dsignrank                 ","closure    ","           ","TRUE","FALSE","(x, n)                                                                                                                                                                                                                                                                                                                                                         ","base   ","0.63.0"
"dt                        ","closure    ","           ","TRUE","FALSE","(x, df)                                                                                                                                                                                                                                                                                                                                                        ","base   ","0.63.0"
"dummy.coef                ","closure    ","           ","TRUE","FALSE","(object, ...)                                                                                                                                                                                                                                                                                                                                                  ","base   ","0.63.0"
"dummy.coef.aovlist        ","closure    ","           ","TRUE","FALSE","(object, use.na = FALSE)                                                                                                                                                                                                                                                                                                                                       ","base   ","0.63.0"
"dummy.coef.lm             ","closure    ","           ","TRUE","FALSE","(object, use.na = FALSE)                                                                                                                                                                                                                                                                                                                                       ","base   ","0.63.0"
"dump                      ","closure    ","           ","TRUE","FALSE","(list, fileout = \""dumpdata\"")                                                                                                                                                                                                                                                                                                                                 ","base   ","0.63.0"
"dunif                     ","closure    ","           ","TRUE","FALSE","(x, min = 0, max = 1)                                                                                                                                                                                                                                                                                                                                          ","base   ","0.63.0"
"duplicated                ","closure    ","           ","TRUE","FALSE","(x, incomparables = FALSE)                                                                                                                                                                                                                                                                                                                                     ","base   ","0.63.0"
"dweibull                  ","closure    ","           ","TRUE","FALSE","(x, shape, scale = 1)                                                                                                                                                                                                                                                                                                                                          ","base   ","0.63.0"
"dwilcox                   ","closure    ","           ","TRUE","FALSE","(x, m, n)                                                                                                                                                                                                                                                                                                                                                      ","base   ","0.63.0"
"dyn.load                  ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                            ","base   ","0.63.0"
"edit                      ","closure    ","           ","TRUE","FALSE","(name = NULL, file = \""\"", editor = options()$editor)                                                                                                                                                                                                                                                                                                          ","base   ","0.63.0"
"eff.aovlist               ","closure    ","           ","TRUE","FALSE","(aovlist)                                                                                                                                                                                                                                                                                                                                                      ","base   ","0.63.0"
"effects                   ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                       ","base   ","0.63.0"
"effects.glm               ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                            ","base   ","0.63.0"
