"name","type","class","exported","S4generic","args","package","priority","Rversion"
"binomial                  ","closure    ","           ","TRUE","FALSE","(link = \""logit\"")                                                                                                                                                                                                                                                                                                                                             ","base   ","NA","0.63.2"
"body                      ","closure    ","           ","TRUE","FALSE","(fun = sys.function(sys.parent()))                                                                                                                                                                                                                                                                                                                             ","base   ","NA","0.63.2"
"body<-                    ","closure    ","           ","TRUE","FALSE","(f, value, envir = sys.frame(sys.parent()))                                                                                                                                                                                                                                                                                                                    ","base   ","NA","0.63.2"
"box                       ","closure    ","           ","TRUE","FALSE","(which = \""plot\"", lty = \""solid\"", ...)                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.63.2"
"boxplot                   ","closure    ","           ","TRUE","FALSE","(x, ..., range = 1.5, width = NULL, varwidth = FALSE,     notch = FALSE, names.x, data = sys.frame(sys.parent()), plot = TRUE,     border = par(\""fg\""), col = NULL, log = \""\"", pars = NULL)                                                                                                                                                                  ","base   ","NA","0.63.2"
"boxplot.stats             ","closure    ","           ","TRUE","FALSE","(x, coef = 1.5)                                                                                                                                                                                                                                                                                                                                                ","base   ","NA","0.63.2"
"break                     ","special    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.63.2"
"browser                   ","special    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.63.2"
"bug.report                ","closure    ","           ","TRUE","FALSE","(send = TRUE, method = .Options$mailer)                                                                                                                                                                                                                                                                                                                        ","base   ","NA","0.63.2"
"builtins                  ","closure    ","           ","TRUE","FALSE","(internal = FALSE)                                                                                                                                                                                                                                                                                                                                             ","base   ","NA","0.63.2"
"bxp                       ","closure    ","           ","TRUE","FALSE","(z, notch = FALSE, width = NULL, varwidth = FALSE, notch.frac = 0.5,     border = par(\""fg\""), col = NULL, log = \""\"", pars = NULL, ...)                                                                                                                                                                                                                       ","base   ","NA","0.63.2"
"c                         ","special    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.63.2"
"call                      ","special    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.63.2"
"case.names                ","closure    ","           ","TRUE","FALSE","(object, ...)                                                                                                                                                                                                                                                                                                                                                  ","base   ","NA","0.63.2"
"case.names.default        ","closure    ","           ","TRUE","FALSE","(x, do.NULL = TRUE, prefix = \""row\"")                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.63.2"
"case.names.lm             ","closure    ","           ","TRUE","FALSE","(obj, full = FALSE)                                                                                                                                                                                                                                                                                                                                            ","base   ","NA","0.63.2"
"cat                       ","closure    ","           ","TRUE","FALSE","(..., file = \""\"", sep = \"" \"", fill = FALSE, labels = NULL,     append = FALSE)                                                                                                                                                                                                                                                                               ","base   ","NA","0.63.2"
"cbind                     ","closure    ","           ","TRUE","FALSE","(..., deparse.level = 1)                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.63.2"
"cbind.data.frame          ","closure    ","           ","TRUE","FALSE","(..., deparse.level = 1)                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.63.2"
"ceiling                   ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.63.2"
"char.expand               ","closure    ","           ","TRUE","FALSE","(input, target, nomatch = stop(\""no match\""))                                                                                                                                                                                                                                                                                                                  ","base   ","NA","0.63.2"
"character                 ","closure    ","           ","TRUE","FALSE","(length = 0)                                                                                                                                                                                                                                                                                                                                                   ","base   ","NA","0.63.2"
"charmatch                 ","closure    ","           ","TRUE","FALSE","(x, table, nomatch = NA)                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.63.2"
"check.options             ","closure    ","           ","TRUE","FALSE","(new, name.opt, reset = FALSE, assign.opt = FALSE, envir = .GlobalEnv,     check.attributes = c(\""mode\"", \""length\""), override.check = FALSE)                                                                                                                                                                                                                 ","base   ","NA","0.63.2"
"chisq.test                ","closure    ","           ","TRUE","FALSE","(x, y = NULL, correct = TRUE, p = rep(1/length(x), length(x)))                                                                                                                                                                                                                                                                                                 ","base   ","NA","0.63.2"
"chol                      ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                            ","base   ","NA","0.63.2"
"chol2inv                  ","closure    ","           ","TRUE","FALSE","(x, size = ncol(x))                                                                                                                                                                                                                                                                                                                                            ","base   ","NA","0.63.2"
"choose                    ","closure    ","           ","TRUE","FALSE","(n, k)                                                                                                                                                                                                                                                                                                                                                         ","base   ","NA","0.63.2"
"class                     ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.63.2"
"class<-                   ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.63.2"
"close.screen              ","closure    ","           ","TRUE","FALSE","(n, all.screens = FALSE)                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.63.2"
"cm                        ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                            ","base   ","NA","0.63.2"
"co.intervals              ","closure    ","           ","TRUE","FALSE","(x, number = 6, overlap = 0.5)                                                                                                                                                                                                                                                                                                                                 ","base   ","NA","0.63.2"
"codes                     ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.63.2"
"codes.factor              ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                            ","base   ","NA","0.63.2"
"codes.ordered             ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.63.2"
"codes<-                   ","closure    ","           ","TRUE","FALSE","(x, value)                                                                                                                                                                                                                                                                                                                                                     ","base   ","NA","0.63.2"
"coef                      ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.63.2"
"coef.aov                  ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                            ","base   ","NA","0.63.2"
"coef.default              ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.63.2"
"coef.glm                  ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                            ","base   ","NA","0.63.2"
"coef.listof               ","closure    ","           ","TRUE","FALSE","(object)                                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.63.2"
"coef.lm                   ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                            ","base   ","NA","0.63.2"
"coefficients              ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.63.2"
"col                       ","closure    ","           ","TRUE","FALSE","(x, as.factor = FALSE)                                                                                                                                                                                                                                                                                                                                         ","base   ","NA","0.63.2"
"colnames                  ","closure    ","           ","TRUE","FALSE","(x, do.NULL = TRUE, prefix = \""col\"")                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.63.2"
"colnames<-                ","closure    ","           ","TRUE","FALSE","(x, value)                                                                                                                                                                                                                                                                                                                                                     ","base   ","NA","0.63.2"
"colors                    ","closure    ","           ","TRUE","FALSE","()                                                                                                                                                                                                                                                                                                                                                             ","base   ","NA","0.63.2"
"colours                   ","closure    ","           ","TRUE","FALSE","()                                                                                                                                                                                                                                                                                                                                                             ","base   ","NA","0.63.2"
"comment                   ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                            ","base   ","NA","0.63.2"
"comment<-                 ","closure    ","           ","TRUE","FALSE","(x, value)                                                                                                                                                                                                                                                                                                                                                     ","base   ","NA","0.63.2"
"complete.cases            ","closure    ","           ","TRUE","FALSE","(...)                                                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.63.2"
"complex                   ","closure    ","           ","TRUE","FALSE","(length.out = 0, real = numeric(), imaginary = numeric(),     modulus = 1, argument = 0)                                                                                                                                                                                                                                                                       ","base   ","NA","0.63.2"
"conflicts                 ","closure    ","           ","TRUE","FALSE","(where = search(), detail = FALSE)                                                                                                                                                                                                                                                                                                                             ","base   ","NA","0.63.2"
"contour                   ","closure    ","           ","TRUE","FALSE","(x = seq(0, 1, len = nrow(z)), y = seq(0, 1, len = ncol(z)),     z, nlevels = 10, levels = pretty(range(z, finite = TRUE),         nlevels), labcex = 0, xlim = range(x, finite = TRUE),     ylim = range(y, finite = TRUE), col = par(\""fg\""), lty = par(\""lty\""),     add = FALSE, ...)                                                                      ","base   ","NA","0.63.2"
"contr.helmert             ","closure    ","           ","TRUE","FALSE","(n, contrasts = TRUE)                                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.63.2"
"contr.poly                ","closure    ","           ","TRUE","FALSE","(n, contrasts = TRUE)                                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.63.2"
"contr.sum                 ","closure    ","           ","TRUE","FALSE","(n, contrasts = TRUE)                                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.63.2"
"contr.treatment           ","closure    ","           ","TRUE","FALSE","(n, contrasts = TRUE)                                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.63.2"
"contrasts                 ","closure    ","           ","TRUE","FALSE","(x, contrasts = TRUE)                                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.63.2"
"contrasts<-               ","closure    ","           ","TRUE","FALSE","(x, how.many, value)                                                                                                                                                                                                                                                                                                                                           ","base   ","NA","0.63.2"
"convolve                  ","closure    ","           ","TRUE","FALSE","(x, y, conj = TRUE)                                                                                                                                                                                                                                                                                                                                            ","base   ","NA","0.63.2"
"cooks.distance            ","closure    ","           ","TRUE","FALSE","(lm.obj)                                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.63.2"
"coplot                    ","closure    ","           ","TRUE","FALSE","(formula, data, given.values, panel = points, rows,     columns, show.given = TRUE, col = par(\""fg\""), pch = par(\""pch\""),     ...)                                                                                                                                                                                                                            ","base   ","NA","0.63.2"
"cor                       ","closure    ","           ","TRUE","FALSE","(x, y = NULL, use = \""all.obs\"")                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.63.2"
"cos                       ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.63.2"
"cosh                      ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.63.2"
"count.fields              ","closure    ","           ","TRUE","FALSE","(file, sep = \""\"", skip = 0)                                                                                                                                                                                                                                                                                                                                   ","base   ","NA","0.63.2"
"cov                       ","closure    ","           ","TRUE","FALSE","(x, y = NULL, use = \""all.obs\"")                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.63.2"
"cov.wt                    ","closure    ","           ","TRUE","FALSE","(x, wt = rep(1/nrow(x), nrow(x)), cor = FALSE, center = TRUE)                                                                                                                                                                                                                                                                                                  ","base   ","NA","0.63.2"
"covratio                  ","closure    ","           ","TRUE","FALSE","(lm.obj)                                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.63.2"
"crossprod                 ","closure    ","           ","TRUE","FALSE","(x, y = x)                                                                                                                                                                                                                                                                                                                                                     ","base   ","NA","0.63.2"
"cummax                    ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.63.2"
"cummin                    ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.63.2"
"cumprod                   ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.63.2"
"cumsum                    ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.63.2"
"curve                     ","closure    ","           ","TRUE","FALSE","(expr, from, to, n = 101, add = FALSE, type = \""l\"", ylab = NULL,     ...)                                                                                                                                                                                                                                                                                     ","base   ","NA","0.63.2"
"cut                       ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.63.2"
"cut.default               ","closure    ","           ","TRUE","FALSE","(x, breaks, labels = NULL, include.lowest = FALSE, right = TRUE,     dig.lab = 3)                                                                                                                                                                                                                                                                              ","base   ","NA","0.63.2"
"data                      ","closure    ","           ","TRUE","FALSE","(..., list = character(0), package = c(.packages(),     .Autoloaded), lib.loc = .lib.loc, verbose = .Options$verbose)                                                                                                                                                                                                                                          ","base   ","NA","0.63.2"
"data.class                ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                            ","base   ","NA","0.63.2"
"data.entry                ","closure    ","           ","TRUE","FALSE","(..., Modes = NULL, Names = NULL)                                                                                                                                                                                                                                                                                                                              ","base   ","NA","0.63.2"
"data.frame                ","closure    ","           ","TRUE","FALSE","(..., row.names = NULL, check.rows = FALSE, check.names = TRUE)                                                                                                                                                                                                                                                                                                ","base   ","NA","0.63.2"
"data.matrix               ","closure    ","           ","TRUE","FALSE","(frame)                                                                                                                                                                                                                                                                                                                                                        ","base   ","NA","0.63.2"
"dataentry                 ","closure    ","           ","TRUE","FALSE","(data, modes)                                                                                                                                                                                                                                                                                                                                                  ","base   ","NA","0.63.2"
"date                      ","closure    ","           ","TRUE","FALSE","()                                                                                                                                                                                                                                                                                                                                                             ","base   ","NA","0.63.2"
"dbeta                     ","closure    ","           ","TRUE","FALSE","(x, shape1, shape2, ncp = 0)                                                                                                                                                                                                                                                                                                                                   ","base   ","NA","0.63.2"
"dbinom                    ","closure    ","           ","TRUE","FALSE","(x, size, prob)                                                                                                                                                                                                                                                                                                                                                ","base   ","NA","0.63.2"
"dcauchy                   ","closure    ","           ","TRUE","FALSE","(x, location = 0, scale = 1)                                                                                                                                                                                                                                                                                                                                   ","base   ","NA","0.63.2"
"dchisq                    ","closure    ","           ","TRUE","FALSE","(x, df, ncp = 0)                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.63.2"
"de                        ","closure    ","           ","TRUE","FALSE","(..., Modes = list(), Names = NULL)                                                                                                                                                                                                                                                                                                                            ","base   ","NA","0.63.2"
"de.ncols                  ","closure    ","           ","TRUE","FALSE","(inlist)                                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.63.2"
"de.restore                ","closure    ","           ","TRUE","FALSE","(inlist, ncols, coltypes, argnames, args)                                                                                                                                                                                                                                                                                                                      ","base   ","NA","0.63.2"
"de.setup                  ","closure    ","           ","TRUE","FALSE","(ilist, list.names, incols)                                                                                                                                                                                                                                                                                                                                    ","base   ","NA","0.63.2"
"debug                     ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.63.2"
"delay                     ","closure    ","           ","TRUE","FALSE","(x, env = .GlobalEnv)                                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.63.2"
"delete.response           ","closure    ","           ","TRUE","FALSE","(termobj)                                                                                                                                                                                                                                                                                                                                                      ","base   ","NA","0.63.2"
"demo                      ","closure    ","           ","TRUE","FALSE","(topic, device = x11, directory.sep = \""/\"")                                                                                                                                                                                                                                                                                                                   ","base   ","NA","0.63.2"
"density                   ","closure    ","           ","TRUE","FALSE","(x, bw, adjust = 1, kernel = \""gaussian\"", window = kernel,     n = 512, width, from, to, cut = 3, na.rm = FALSE)                                                                                                                                                                                                                                              ","base   ","NA","0.63.2"
"deparse                   ","closure    ","           ","TRUE","FALSE","(expr, width.cutoff = 60)                                                                                                                                                                                                                                                                                                                                      ","base   ","NA","0.63.2"
